"","businessID","zip","businessName","city","lat","long","averageReviewBusiness","reviewCountBusiness","isOpen","percAsian","percBlack","percWhite","percHispanic","percNHW","zipPopulation","zipYouthPopulation","medianIncome","percBachelors","avgReviewStars","avgUserPastReview","avgDaysSinceJoined","sumUsefulRev","sumFunny","sumCool","sumUserReviews","sumUsefulUser","sumFunnyUser","sumCoolUser","sumFans","sumHotComp","sumMoreComp","sumProfileComp","sumCuteComp","sumListComp","sumNoteComp","sumPlainComp","sumCoolComp","sumFunnyComp","sumWriterComp","sumPhotoComp"
"3854","i066yR2IDP4FWt6p-k9aFg",85210,"""""""""""""""""Ike's Love & Sandwiches""""""""""""""""","Mesa",33.39053,-111.8558,4.5,395,1,2.799,4.9734,56.9105,49.494,34.6318,37942,12.5323,46173,11.538,4.21428571428571,3.93964285714286,1071.64285714286,34,16,25,1030,22427,8752,17960,224,421,26,22,9,0,160,542,901,901,167,680
"3855","I0Ms_lndgwqflsTSzhL_AQ",85225,"""""""""""""""""B2 Burgers & Brews""""""""""""""""","Chandler",33.33454,-111.8463,3.5,37,1,5.6195,6.0246,62.3873,38.7603,43.2243,75291,10.5444,70098,18.1929,4,4.315,1157.5,0,0,0,64,44,3,6,2,0,0,0,0,0,1,1,1,1,0,0
"3856","i0sp8DNw3FolMn-uGIkVyw",85301,"""""""""""""""""Dazzo's Dog House""""""""""""""""","Glendale",33.53828,-112.1926,4,124,1,2.1697,8.8787,47.7735,61.957,19.9377,66091,11.5931,34365,5.4694,4.46153846153846,3.84461538461538,829.461538461538,7,4,4,1210,729,209,87,85,52,11,12,2,2,80,46,83,83,37,7
"3857","i0vXeFOD6e-DZ8cBwxaQRQ",85308,"""""""""""""""""Maya""""""""""""""""","Glendale",33.64209,-112.2254,4.5,73,0,5.5721,2.8961,82.8933,12.1119,75.4883,72235,9.2047,89010,22.9104,4.8,4.31,1571.9,5,3,5,1045,299,126,78,41,79,14,4,7,0,23,53,50,50,50,86
"3858","i0YtT1DXt3hbZUCw6z0Pjw",85286,"""""""""""""""""Dickey's Barbecue Pit""""""""""""""""","Chandler",33.29108,-111.8409,3.5,43,1,14.3395,5.309,68.5625,16.9225,58.7195,39876,7.0594,104648,29.7289,4.66666666666667,3.89333333333333,1395.33333333333,0,0,0,429,42,11,17,10,0,2,1,0,0,5,6,5,5,2,1
"3859","i1dyYv69qmZkV3-ZvyZ_cg",85020,"""""""""""""""""Veranda Bistro""""""""""""""""","Phoenix",33.55017,-112.0488,4,12,1,2.6542,4.1147,75.6299,26.7225,60.9199,37111,7.1704,64511,19.723,3.66666666666667,4.06,321,10,2,0,107,149,56,71,15,13,2,0,0,0,12,21,21,21,10,1
"3860","I1dZ6e1G4757Ll5CeE3Wdw",85004,"""""""""""""""""Ahipoki - CityScape""""""""""""""""","Phoenix",33.44748,-112.0746,4.5,14,1,2.4009,11.5211,61.1505,34.3055,45.0854,6206,26.5549,38311,17.3162,4,4.04666666666667,444,4,1,1,82,20,3,0,0,0,0,0,0,0,0,1,0,0,0,0
"3861","I1qgWmIEIpnZF-uj6F-aCw",85382,"""""""""""""""""Salty Senorita""""""""""""""""","Peoria",33.63474,-112.2279,2.5,234,0,3.8377,2.9447,85.3809,11.4585,78.2713,44011,7.6208,82325,20.6839,2.71428571428571,3.65357142857143,588.964285714286,37,5,5,3226,7090,980,2481,259,171,41,13,14,2,234,291,306,306,99,54
"3862","I25YFbDL16lVcutPMNIlHA",85085,"""""""""""""""""Mi Familia Mexican Food""""""""""""""""","Phoenix",33.71225,-112.102,2.5,14,0,8.9027,2.9127,80.6633,10.399,73.7955,20050,8.5835,98214,28.1719,3,3.73,732.5,1,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3863","i2DcZyW9vmocjpuPNcyOgA",85379,"""""""""""""""""Bronco Billy's Pizza""""""""""""""""","Surprise",33.61128,-112.3592,3.5,11,0,4.5839,7.1807,72.4547,21.1119,61.5683,45093,7.1075,87130,16.9518,3.5,3.73,22.5,1,0,0,57,20,6,7,4,0,1,1,0,0,1,0,1,1,1,0
"3864","I2gsUx1W5-gQzBFbhIxcRQ",85258,"""""""""""""""""Tavern Grille Scottsdale""""""""""""""""","Scottsdale",33.56924,-111.8903,4,180,1,3.4656,1.3265,91.6467,4.557,88.3365,25104,4.1587,89237,31.622,4.29411764705882,3.79235294117647,744.529411764706,11,5,5,668,179,24,12,22,5,4,0,2,0,17,19,13,13,4,0
"3865","i2hPnUeiCzDyyyzLtIWqgw",85033,"""""""""""""""""El Pollo Loco""""""""""""""""","Phoenix",33.49446,-112.2009,2,13,1,1.094,5.8587,49.0527,78.9184,7.5912,61703,12.1064,37956,4.6482,1,1,129,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3866","I2LcbNXGsMb6zxh4-gmVHw",85004,"""""""""""""""""Bonjour Vietnam""""""""""""""""","Phoenix",33.45055,-112.0741,3.5,63,0,2.4009,11.5211,61.1505,34.3055,45.0854,6206,26.5549,38311,17.3162,4,3.88875,892.375,10,5,5,1793,433,133,257,236,374,30,11,12,8,199,359,554,554,219,65
"3867","i2YFMkIMqstA9GxUkcigYw",85268,"""""""""""""""""Senor Taco""""""""""""""""","Fountain Hills",33.57393,-111.7141,4,115,1,2.352,1.1583,92.791,4.2799,89.9717,25468,4.3349,98541,29.6741,4.44444444444444,3.82111111111111,536.666666666667,12,8,5,316,120,60,142,11,3,3,1,0,0,6,33,11,11,1,0
"3868","I2ZtsGibZL0FX4qha0Ptjw",85392,"""""""""""""""""Smashburger""""""""""""""""","Avondale",33.46415,-112.2732,3.5,207,1,4.8955,9.6761,60.5203,39.787,39.3591,34828,11.0256,75744,18.1048,3.46153846153846,3.38307692307692,588.461538461538,30,14,12,3148,5095,204,499,179,141,41,8,6,1,119,155,231,231,117,37
"3869","i3agjxn_g8U3Agev8_ys1w",85053,"""""""""""""""""The Rec Room Sports Grill""""""""""""""""","Phoenix",33.61042,-112.1353,3.5,15,0,2.9134,5.1312,75.3673,21.4542,64.5872,32059,10.9018,61527,12.9779,3,3.43,1338,0,0,0,34,21,5,3,0,0,0,0,0,0,1,1,0,0,0,0
"3870","I3dQmMkfqMsThMAuqIkooA",85215,"""""""""""""""""Smashburger""""""""""""""""","Mesa",33.46754,-111.6828,3.5,136,1,2.1375,2.0739,87.383,11.398,80.4622,17310,6.6667,78693,20.8381,4,3.58454545454545,1148.45454545455,4,2,2,563,264,85,19,23,5,5,0,2,1,7,13,6,6,9,2
"3871","i3MWkfRgwqPYMKyL9Mk_Pg",85032,"""""""""""""""""Pho A.V""""""""""""""""","Phoenix",33.62812,-112.0116,4,213,1,3.4399,3.1957,76.1142,26.604,61.6534,72880,9.2508,63344,19.8277,4.125,4.06625,927.791666666667,27,4,9,1263,632,161,196,143,161,17,12,12,3,123,143,253,253,113,37
"3872","I3Pl8DSH3sgEtCaB59rqaQ",85234,"""""""""""""""""Advanced Muscle and Performance Therapy""""""""""""""""","Gilbert",33.35065,-111.7726,5,7,1,5.0107,3.1823,80.8642,15.7473,71.6822,54803,8.9721,94278,25.6054,5,5,258,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3873","I3STZd5iAvUL9MNLF_DUug",85034,"""""""""""""""""Blanco Tacos And Tequila""""""""""""""""","Phoenix",33.43707,-111.9991,3.5,356,1,3.4009,12.0299,51.5471,57.1619,21.5524,7498,13.8704,32147,15.7438,3.26470588235294,3.58029411764706,1053.11764705882,18,14,14,8204,20318,10299,16548,498,928,123,143,34,47,861,1912,1495,1495,656,402
"3874","i3tQsfpdKoXttqp4CFLA-Q",85006,"""""""""""""""""Filiberto's Mexican Food""""""""""""""""","Phoenix",33.46543,-112.0473,2,47,1,1.0438,5.8985,47.805,70.5562,15.4241,28838,10.3579,22962,9.1773,1.75,2.395,1451,3,2,1,200,402,76,50,24,63,3,1,0,0,33,88,87,87,25,1
"3875","I4EmpNOW7zCcx7fUnQ9ixg",85374,"""""""""""""""""Saigon Kitchen""""""""""""""""","Surprise",33.6382,-112.3634,4,396,1,1.9754,4.4396,82.343,16.1749,73.9526,44396,5.3586,66283,18.1995,4.23684210526316,3.91868421052632,1015.92105263158,35,5,7,1620,592,249,279,72,24,11,1,0,0,67,71,26,26,30,7
"3876","i4hvmTd4RH9HvOyG8ndYGw",85021,"""""""""""""""""Raffaele's Pizza""""""""""""""""","Phoenix",33.5395,-112.0996,4.5,119,1,4.1063,7.9683,61.8538,34.1806,45.4655,40523,11.2775,45778,17.5684,3.5,3.475,803.666666666667,11,6,7,909,161,46,65,74,20,10,1,4,0,37,49,57,57,70,25
"3877","i4Jb_b28YAphS9_jPPzwkQ",85014,"""""""""""""""""Italian Spoon""""""""""""""""","Phoenix",33.53137,-112.0645,4,88,1,2.4741,6.8526,64.7211,30.1619,51.0309,26676,8.2359,51035,19.819,4.33333333333333,4.03,785.166666666667,10,2,4,79,24,7,10,3,11,1,1,1,0,6,6,13,13,1,4
"3878","i4lr0CSppvtjZAqqlEKekw",85251,"""""""""""""""""Chocolade van Brugge""""""""""""""""","Scottsdale",33.49735,-111.9285,4.5,54,0,2.6717,3.0171,82.264,17.2415,71.9463,38216,10.3622,63576,27.8518,4.33333333333333,4.14333333333333,2176.66666666667,2,3,2,154,72,9,5,3,1,2,0,1,0,3,4,6,6,6,0
"3879","I4tp53A6qj6m_TXcwhBhqw",85301,"""""""""""""""""Bitz-ee Mama's""""""""""""""""","Glendale",33.53934,-112.1834,2.5,84,1,2.1697,8.8787,47.7735,61.957,19.9377,66091,11.5931,34365,5.4694,2.27272727272727,3.49727272727273,543.090909090909,16,12,8,1261,1211,1045,1056,189,508,38,4,13,9,187,356,512,512,216,106
"3880","i50k1Gkg3Y_2TG-9CAPHjg",85204,"""""""""""""""""Jack in the Box""""""""""""""""","Mesa",33.37933,-111.7865,2,7,1,2.0751,3.4308,64.8847,45.3499,42.7349,67418,11.5118,52719,11.7137,1,2.5,210,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3881","i5snLVanPG1R9foC0QfkXQ",85282,"""""""""""""""""Rock-n-Roll Fingers""""""""""""""""","Tempe",33.40744,-111.9249,4.5,84,0,5.0545,7.0025,68.5852,24.405,56.3583,55337,18.8373,60423,23.2782,4.57142857142857,4.01714285714286,317.857142857143,9,1,2,143,75,10,1,5,0,3,0,1,0,7,8,2,2,2,3
"3882","i5vxtyiHKYnRcJ0p9N7mLw",85286,"""""""""""""""""Carlo & Emilie's Gourmet Deli""""""""""""""""","Chandler",33.27475,-111.8598,4.5,264,1,14.3395,5.309,68.5625,16.9225,58.7195,39876,7.0594,104648,29.7289,4.59090909090909,3.93454545454545,1336.45454545455,15,5,14,1856,20917,423,6164,180,339,32,40,2,4,191,1628,1252,1252,123,514
"3883","I6__xsL6K_aGeEJbN4sMJg",85340,"""""""""""""""""Famous Johnny B's Pizzeria""""""""""""""""","Litchfield Park",33.49484,-112.3392,4,80,0,6.3403,8.5318,66.9274,27.4037,52.4734,31576,7.9079,85461,20.3339,4.28571428571429,4.03142857142857,1110.57142857143,30,13,17,826,255,151,170,74,63,13,6,5,13,97,69,95,95,54,13
"3884","i631pRlq0u29VvaMshW67A",85284,"""""""""""""""""Main Event Entertainment""""""""""""""""","Tempe",33.33686,-111.9681,3,231,1,9.0143,2.4836,82.1543,9.8681,75.0139,18038,7.5784,144267,34.7668,2.30434782608696,3.32521739130435,965.347826086957,39,14,17,1151,4315,3195,4456,151,116,9,9,5,0,60,177,227,227,95,103
"3885","I6MRD0JkDDa74TbVOJ1ykw",85048,"""""""""""""""""Waffle House""""""""""""""""","Phoenix",33.3058,-111.9791,3.5,82,1,8.3555,5.4155,76.8747,12.2916,68.8978,37245,7.9796,111365,32.8834,4,3.56142857142857,797.285714285714,3,2,1,339,26,5,5,19,5,3,3,1,0,16,16,12,12,4,2
"3886","I741NUOSrLgmmOwpe63ZZw",85225,"""""""""""""""""Duke's Grille""""""""""""""""","Chandler",33.29265,-111.8259,3,29,0,5.6195,6.0246,62.3873,38.7603,43.2243,75291,10.5444,70098,18.1929,4,2.33,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3887","I779CNMLWhZu6BxkGfLvwQ",85226,"""""""""""""""""Smokin Fins""""""""""""""""","Chandler",33.31811,-111.9693,4,177,1,11.8318,4.9183,71.9407,15.2458,62.6413,40949,9.6828,94685,27.7347,4.21428571428571,4.17071428571429,1612.92857142857,16,3,8,1156,625,275,1044,63,27,4,2,6,0,44,41,53,53,25,25
"3888","I7eqTdTmRTWYwF9HNZAHxw",85253,"""""""""""""""""Tottie's Asian Fusion 2""""""""""""""""","Paradise Valley",33.52979,-111.9276,4,211,1,4.937,1.3343,90.0512,4.6008,86.7635,18736,5.4761,140185,37.4617,4.2,3.8812,950.2,31,15,18,4210,26373,2592,8779,536,497,95,46,30,27,983,2073,970,970,308,245
"3889","I7HGSg1OfAbO9X-mbDYdxg",85040,"""""""""""""""""Shorty's Sandwich Shop""""""""""""""""","Phoenix",33.40679,-112.0002,4.5,43,1,2.1919,22.3201,30.8979,64.9547,5.5156,27921,11.7009,37488,9.0692,4,3.81333333333333,984.833333333333,15,6,14,1328,1013,120,72,70,53,14,3,2,0,53,66,110,110,60,46
"3890","i7ip9OtxN8J9lUSjbS2Dlg",85004,"""""""""""""""""Subway""""""""""""""""","Phoenix",33.47942,-112.0733,4,16,1,2.4009,11.5211,61.1505,34.3055,45.0854,6206,26.5549,38311,17.3162,4,3.4,320,1,2,1,30,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3891","I7Pd2UMYg4rttMsySPmwOQ",85260,"""""""""""""""""Times Square Neighborhood Italian Restaurant""""""""""""""""","Scottsdale",33.61358,-111.9236,4,38,1,6.4001,1.8788,87.0708,6.2155,82.5393,39546,6.7263,97408,35.9967,4.2,4.284,620,30,0,4,100,34,2,12,18,2,2,0,0,0,1,49,7,7,4,1
"3892","i7qF0eFoe35Cedn_seUm1w",85374,"""""""""""""""""Picazzo's Organic Italian Kitchen""""""""""""""""","Surprise",33.63989,-112.304,3.5,28,0,1.9754,4.4396,82.343,16.1749,73.9526,44396,5.3586,66283,18.1995,3.5,3.73833333333333,822.666666666667,13,2,3,528,207,67,65,43,54,11,5,2,9,75,148,106,106,60,15
"3893","i7R4918m7TIt7UwZwT67KQ",85331,"""""""""""""""""Burger King""""""""""""""""","Cave Creek",33.7956,-111.9648,3,5,1,2.1596,0.8904,92.5211,5.9472,88.3115,30098,4.2827,113114,34.7964,2.5,3.01,1230,0,0,1,71,5,1,1,2,0,0,0,0,0,2,0,0,0,0,0
"3894","I8e1_CZ1c76UaL7LQfsh4Q",85374,"""""""""""""""""Jimmy John's""""""""""""""""","Surprise",33.63856,-112.3659,3,59,1,1.9754,4.4396,82.343,16.1749,73.9526,44396,5.3586,66283,18.1995,2.625,3.2,871.5,13,1,1,748,346,120,169,83,165,9,1,1,0,63,130,245,245,97,58
"3895","I8QpDTJUZ6Mk5IQuQSG2pA",85251,"""""""""""""""""Streets of New York""""""""""""""""","Scottsdale",33.48063,-111.9361,3.5,86,1,2.6717,3.0171,82.264,17.2415,71.9463,38216,10.3622,63576,27.8518,3.44444444444444,3.92888888888889,713.111111111111,7,3,2,811,300,118,52,48,41,4,6,6,4,48,35,64,64,21,4
"3896","i8rbR-SObU9o7YO0iiqh1A",85225,"""""""""""""""""Modern Margarita""""""""""""""""","Chandler",33.30213,-111.8412,3,89,1,5.6195,6.0246,62.3873,38.7603,43.2243,75291,10.5444,70098,18.1929,3.55555555555556,3.72,886.444444444444,8,8,1,61,11,2,5,0,0,0,0,0,0,0,1,1,1,0,0
"3897","I8Su4WuSRuItIyVL-u4Lig",85335,"""""""""""""""""Burger King""""""""""""""""","El Mirage",33.56588,-112.324,1.5,16,1,2.1319,7.2506,57.3596,47.1938,37.1466,36259,9.3411,55024,10.1853,1,2.265,11.5,1,0,0,19,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3898","I8TOosBLYKxZMAYNNyGEyg",85023,"""""""""""""""""Tasty House Chinese Restaurant""""""""""""""""","Phoenix",33.64102,-112.0925,2.5,62,0,4.1331,4.3365,71.9274,25.4117,60.224,34913,10.1366,59724,18.3154,3.66666666666667,3.35666666666667,1217.66666666667,6,1,3,420,125,44,38,30,7,5,2,0,0,12,10,21,21,8,4
"3899","I9Dwxq-6jzYbmEpc8BYQaQ",85258,"""""""""""""""""Seattle's Best Fish and Chips""""""""""""""""","Scottsdale",33.56856,-111.8869,2.5,10,0,3.4656,1.3265,91.6467,4.557,88.3365,25104,4.1587,89237,31.622,5,4.03,1245,10,3,3,1246,20618,798,4055,94,163,13,8,5,16,115,133,191,191,49,45
"3900","I9nziYEw4YIFjr3ZDBpFog",85014,"""""""""""""""""Abyssinia Restaurant and Cafe""""""""""""""""","Phoenix",33.49548,-112.0633,4.5,126,1,2.4741,6.8526,64.7211,30.1619,51.0309,26676,8.2359,51035,19.819,4.27272727272727,3.85545454545455,1380.54545454545,2,0,1,299,209,56,25,4,4,2,1,0,0,7,9,5,5,5,1
"3901","I9zLXzEGSkjK6P-pfGPdrg",85225,"""""""""""""""""ZamZam Food World""""""""""""""""","Chandler",33.31376,-111.8427,3,12,1,5.6195,6.0246,62.3873,38.7603,43.2243,75291,10.5444,70098,18.1929,3,3.76,149,0,0,0,24,11,3,2,1,0,0,0,0,0,0,0,0,0,0,0
"3902","ia1Q47ANt6OZDMpQPzkqJQ",85283,"""""""""""""""""Pizza Hut""""""""""""""""","Tempe",33.36445,-111.9131,2,8,1,5.5397,7.6821,61.112,27.1088,49.1961,49010,13.7564,66559,22.2188,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3903","IaJ8ZCKxKFzgNoIFNCc0YQ",85044,"""""""""""""""""Curry Leaf Indian Grill""""""""""""""""","Phoenix",33.33076,-111.9814,2.5,7,0,5.8737,7.4165,75.0658,14.6657,66.2738,40639,8.6026,85331,28.3095,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3904","IALVdIEdp8n6aJed1hBGhg",85257,"""""""""""""""""Bosa Donuts""""""""""""""""","Scottsdale",33.46619,-111.9198,4,197,1,2.7103,2.8998,78.074,20.2341,67.2261,29554,9.8971,62205,22.7397,4.22727272727273,3.88818181818182,1041.95454545455,67,55,65,4644,1799,649,1106,582,976,114,42,75,6,797,1196,1926,1926,409,1726
"3905","IAqyeVG1ZMrv7hiV3FAB6Q",85053,"""""""""""""""""Shanghai Buffet""""""""""""""""","Phoenix",33.63914,-112.1492,3,53,0,2.9134,5.1312,75.3673,21.4542,64.5872,32059,10.9018,61527,12.9779,3.85714285714286,3.09428571428571,401.428571428571,11,12,7,406,10038,7806,9757,79,552,39,19,22,29,375,1838,730,730,209,52
"3906","Ib2KnJRLp-PtyVk6dAatmg",85215,"""""""""""""""""Kruzin Cuisine""""""""""""""""","Mesa",33.46218,-111.7462,4.5,4,1,2.1375,2.0739,87.383,11.398,80.4622,17310,6.6667,78693,20.8381,4,3.77,1312,4,2,2,546,289,177,307,41,26,2,3,2,1,28,63,103,103,54,6
"3907","iB8BLK67u6JDCqpHAiCMGw",85331,"""""""""""""""""Silver Spur Saloon & Restaurant""""""""""""""""","Cave Creek",33.83149,-111.9457,2.5,29,0,2.1596,0.8904,92.5211,5.9472,88.3115,30098,4.2827,113114,34.7964,5,3.7,1179,0,0,0,54,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"3908","iB9By3dVS6BydSUiDHxLyw",85016,"""""""""""""""""Half Moon Sports Grill""""""""""""""""","Phoenix",33.50547,-112.037,3,282,1,3.3465,5.5353,67.1111,31.558,51.0091,38697,8.042,53950,23.5595,3,3.6416,766.28,19,5,6,1163,755,266,305,70,46,4,8,3,2,52,101,84,84,23,12
"3909","iBCMaNm_hv9IlCDa7AWPig",85201,"""""""""""""""""Mango's Mexican Cafe""""""""""""""""","Mesa",33.41544,-111.8331,4,217,1,2.3786,6.0781,61.9724,39.608,41.8175,50871,12.746,43045,14.8867,3.66666666666667,3.69904761904762,667.52380952381,23,6,6,2611,21337,921,4189,193,235,25,18,7,18,167,225,312,312,112,92
"3910","IbDCaYwFi-e-nhEmH-FYPA",85226,"""""""""""""""""Kona Grill""""""""""""""""","Chandler",33.30564,-111.8977,3.5,335,1,11.8318,4.9183,71.9407,15.2458,62.6413,40949,9.6828,94685,27.7347,3.42857142857143,3.65714285714286,947.095238095238,19,9,3,4489,7741,3392,6352,433,810,54,44,26,9,491,1305,1301,1301,420,364
"3911","ibf4xvHWD4t1DOOZhidHBg",85054,"""""""""""""""""Modern Margarita""""""""""""""""","Phoenix",33.67591,-111.9644,3.5,332,1,5.9704,3.3546,84.9241,7.528,79.6126,5008,8.3067,89699,35.332,3.4375,3.8946875,891.96875,39,12,13,2056,1081,432,409,185,135,24,8,16,0,114,220,267,267,125,33
"3912","IbG15_zkcvWlg5ySEFAQ2A",85042,"""""""""""""""""Playas Del Novilleros""""""""""""""""","Phoenix",33.38343,-112.0729,4.5,11,1,2.9977,18.3934,43.4418,55.9987,16.7759,45935,10.9176,60827,13.87,2.5,3.54,1050,4,5,2,23,176,3,13,1,0,0,0,0,0,0,1,0,0,0,2
"3913","iBihgoxc6Ot7m2D4D3z0QA",85281,"""""""""""""""""Thirsty Lion Gastropub & Grill""""""""""""""""","Tempe",33.43304,-111.9056,3.5,569,1,8.0623,6.266,64.565,25.9971,51.8617,64188,42.7354,38964,22.7954,3.83673469387755,3.80938775510204,729.367346938776,37,23,22,6247,9983,5444,7324,437,1409,119,183,24,12,584,1312,1583,1583,674,530
"3914","iBJkMN312pYODkVPIa2U6A",85297,"""""""""""""""""El Pollo Loco""""""""""""""""","Gilbert",33.27606,-111.7889,2.5,41,1,6.647,4.1008,78.3219,16.3393,68.0155,31262,6.5607,99871,27.5003,2.5,3.145,344,1,1,1,132,41,2,8,5,0,1,0,0,0,4,6,7,7,1,1
"3915","ibjoU0b7R3cxGV2Lh4TiFw",85016,"""""""""""""""""Chili's Grill & Bar Catering""""""""""""""""","Phoenix",33.50926,-112.0376,3,25,0,3.3465,5.5353,67.1111,31.558,51.0091,38697,8.042,53950,23.5595,2,3.955,1304.5,3,1,3,134,2,2,15,7,1,1,0,1,0,4,5,10,10,3,0
"3916","ibkwcLZwaJ1pnPJVaI_-uA",85226,"""""""""""""""""Swaddee Thai Cuisine""""""""""""""""","Chandler",33.3193,-111.9295,4,168,1,11.8318,4.9183,71.9407,15.2458,62.6413,40949,9.6828,94685,27.7347,3.4,3.735,596.1,3,0,2,925,87,53,41,27,14,7,3,1,3,35,41,36,36,13,2
"3917","ibOX3CypYVz0nJhCN5Wmcw",85017,"""""""""""""""""Taqueria El Vaporcito""""""""""""""""","Phoenix",33.47981,-112.1189,3,35,1,5.7515,7.3457,45.2047,65.9238,13.3945,42719,11.9081,34572,4.4446,3,3.8725,886.5,0,0,0,42,6,0,1,2,0,0,0,0,0,0,0,1,1,0,0
"3918","IBshKrdO914zw5sm8kgfPg",85234,"""""""""""""""""Flancer's""""""""""""""""","Gilbert",33.36083,-111.7901,4,323,1,5.0107,3.1823,80.8642,15.7473,71.6822,54803,8.9721,94278,25.6054,4.10869565217391,3.9354347826087,637.891304347826,32,15,19,2392,26552,14446,23854,234,461,28,20,17,12,264,765,812,812,262,457
"3919","IbsRfrHGK4g5OQd_KFtdkQ",85340,"""""""""""""""""Red's Bar & Grill""""""""""""""""","Litchfield Park",33.49853,-112.3579,3.5,116,1,6.3403,8.5318,66.9274,27.4037,52.4734,31576,7.9079,85461,20.3339,3.78571428571429,3.36785714285714,998.071428571429,15,6,6,1028,1558,651,530,41,39,13,6,2,0,47,111,48,48,29,5
"3920","iBvF9Oy9UdOrXvTlxNHyqw",85202,"""""""""""""""""La Casa De Juana""""""""""""""""","Mesa",33.39323,-111.8736,3.5,80,1,4.4932,7.7138,63.4044,28.7036,50.0127,43221,13.7549,51037,18.5896,4.33333333333333,3.98833333333333,405.333333333333,5,2,3,51,27,8,37,0,0,0,0,0,0,0,2,3,3,1,1
"3921","IBYExgJ6jURNJOk_5uSrKg",85260,"""""""""""""""""Wok Box""""""""""""""""","Scottsdale",33.63023,-111.8878,3,104,0,6.4001,1.8788,87.0708,6.2155,82.5393,39546,6.7263,97408,35.9967,2.42857142857143,3.38714285714286,1032.85714285714,15,5,5,1173,218,89,49,71,56,11,10,1,2,34,69,92,92,50,4
"3922","iBZcbvdM1vp_xiuxJVqkNw",85306,"""""""""""""""""Streets of New York""""""""""""""""","Glendale",33.61075,-112.185,2,46,1,4.0175,3.9007,79.2078,16.5976,70.2985,26534,10.8766,67251,13.2885,1,3.46,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3923","iCjZlOs3qL1_HhAQBW9smg",85234,"""""""""""""""""Temari Fine Japanese Cuisine""""""""""""""""","Gilbert",33.36697,-111.7557,4.5,240,1,5.0107,3.1823,80.8642,15.7473,71.6822,54803,8.9721,94278,25.6054,4.32142857142857,3.94892857142857,831.714285714286,20,8,3,1542,1122,577,341,111,42,10,5,7,0,62,87,83,83,38,32
"3924","IcRU77wfLWD2ecbwjMzMGg",85308,"""""""""""""""""Great Wall Buffet""""""""""""""""","Glendale",33.63742,-112.1875,2.5,6,0,5.5721,2.8961,82.8933,12.1119,75.4883,72235,9.2047,89010,22.9104,1,2.43,510,2,2,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3925","ICrUihrSJeqKKkdqsf14KQ",85323,"""""""""""""""""TJ's Homestyle Restaurant""""""""""""""""","Avondale",33.43866,-112.3414,3.5,260,1,3.4655,11.1973,48.4755,58.8398,20.4501,43457,12.6861,59884,11.3963,3.85294117647059,3.77,675.911764705882,55,9,7,1498,356,76,41,39,18,8,0,2,0,25,42,12,12,13,6
"3926","IcSr0gUNSgVvjsgqSEKnbw",85253,"""""""""""""""""ALMA""""""""""""""""","Scottsdale",33.56708,-111.9243,4,158,0,4.937,1.3343,90.0512,4.6008,86.7635,18736,5.4761,140185,37.4617,4.21428571428571,4.11142857142857,1436.42857142857,9,2,3,1414,1312,1197,1236,82,682,50,14,55,15,259,208,485,485,137,26
"3927","iD-D6tIN7o17HIb8bbxuXQ",85282,"""""""""""""""""Zesty Zzeeks Pizza and Wings""""""""""""""""","Tempe",33.39397,-111.9393,4,123,1,5.0545,7.0025,68.5852,24.405,56.3583,55337,18.8373,60423,23.2782,3.93333333333333,3.612,683.133333333333,5,0,1,531,159,64,52,11,2,2,0,0,0,8,6,6,6,3,1
"3928","id2yO15SnTEDMxNWtZXmFQ",85202,"""""""""""""""""Subway""""""""""""""""","Mesa",33.38935,-111.8606,3.5,3,0,4.4932,7.7138,63.4044,28.7036,50.0127,43221,13.7549,51037,18.5896,5,3.94,2231,1,0,0,80,10,7,1,1,1,1,1,0,0,3,2,1,1,0,0
"3929","idF2DJg-WBk4eo2yY_7sHA",85331,"""""""""""""""""Cave Creek Tap Haus""""""""""""""""","Cave Creek",33.83088,-111.9329,2.5,83,0,2.1596,0.8904,92.5211,5.9472,88.3115,30098,4.2827,113114,34.7964,2.33333333333333,3.46,616,10,4,4,1527,3337,1039,1985,53,88,10,6,2,0,62,95,102,102,19,12
"3930","IdgIeWbJbQeWpOJzR6uk-Q",85382,"""""""""""""""""Barbeques Galore""""""""""""""""","Peoria",33.65064,-112.2483,3.5,3,0,3.8377,2.9447,85.3809,11.4585,78.2713,44011,7.6208,82325,20.6839,4,3.26,260,2,2,2,1222,2892,1015,1650,39,86,9,6,1,0,57,82,81,81,17,9
